customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-10271,Male,0,Yes,No,55.0,No,Fiber optic,Two year,Yes,Electronic check,34.01,1896.1,No
CUST-10220,Male,0,No,No,20.0,Yes,Fiber optic,One year,Yes,Mailed check,49.68,1024.7,No
CUST-10987,Male,0,Yes,No,44.0,Yes,DSL,One year,Yes,Credit card,117.63,5188.17,No
CUST-10463,Male,0,Yes,No,8.0,Yes,DSL,Month-to-month,Yes,Mailed check,104.06,845.95,No
CUST-10015,Female,0,Y,No,8.0,Yes,DSL,Two year,yes,Credit card,42.58,373.92,Yes
CUST-10569,Female,0,Yes,No,13.0,Yes,Fiber optic,Month-to-month,No,Mailed check,98.99,1276.76,No
CUST-10389,Male,0,No,Yes,47.0,Yes,No,Month-to-month,No,Electronic check,75.73,3579.46,No
CUST-10825,Male,1,No,No,37.0,Yes,DSL,Month-to-month,Yes,Mailed check,107.34,4010.49,Yes
CUST-10321,Male,0,Yes,Yes,71.0,Yes,DSL,Two year,No,Mailed check,73.5,5235.13,No
CUST-10800,Male,0,No,No,62.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,36.12, 2226.19,No
CUST-10857,Male,0,Yes,No,67.0,Yes,Fiber optic,Two year,Yes,Electronic check,115.59,7763.62,No
CUST-10525,Male,0,Yes,Yes,5.0,No,Fiber optic,Two year,Yes,Mailed check,103.07,519.06,No
CUST-10507,Male,0,No,No,35.0,Yes,Fiber optic,Two year,Yes,Credit card,42.51,1508.83,No
CUST-10147,Male,0,No,No,52.0,Yes,DSL,Month-to-month,Yes,Mailed check,39.06,2058.15,Yes
CUST-10396,Male,0,Yes,Yes,41.0,Yes,DSL,Month-to-month,No,Electronic check,73.83,3038.38,No
CUST-10656,Female,0,No,No,64.0,No,DSL,Month-to-month,No,Mailed check,37.05,2353.97,Yes
CUST-10997,Male,0,No,Yes,28.0,Yes,DSL,Month-to-month,Yes,Electronic check,65.34,1833.46,No
CUST-10051,Male,0,Yes,Yes,10.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.64,925.68,No
CUST-10830,Male,0,No,Yes,45.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,24.55,1093.7,No
CUST-10328,Male,1,Yes,No,5.0,No,Fiber optic,Month-to-month,No,Mailed check,99.74,497.3,No
CUST-10022,Male,0,Yes,Yes,23.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,114.64,2645.16,Yes
CUST-10270,Male,0,Y,No,36.0,No,Fiber optic,Two year,Yes,Bank transfer,67.73,2456.12,No
CUST-10635,Female,0,Yes,No,7.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,66.83,508.17,Yes
CUST-10742,Female,0,No,Yes,38.0,Yes,DSL,Month-to-month,No,Credit card,35.36,1323.13,Yes
CUST-10209,Female,0,Yes,Yes,46.0,Yes,DSL,One year,Yes,Credit card,116.02,5338.94,No
CUST-10289,Male,0,Yes,Yes,60.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,43.48,2595.14,No
CUST-10142,Male,0,Yes,No,38.0,Yes,Fiber optic,One year,Yes,Electronic check,46.9,1762.33,No
CUST-10050,Female,0,No,No,30.0,Yes,DSL,Month-to-month,No,Electronic check,58.11, 1703.47,Yes
CUST-10166,Male,0,No,No,22.0,Yes,No,Month-to-month,No,Credit card,88.19,1898.84,No
CUST-10627,Male,0,Yes,No,45.0,Yes,DSL,Month-to-month,Yes,Mailed check,110.37,4962.47,No
CUST-10977,Female,1,No,No,15.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,111.72,1625.07,No
CUST-10081,Male,0,No,Yes,27.0,Yes,,Month-to-month,No,Credit card,80.76,2209.77,Yes
CUST-10339,Female,0,No,Yes,44.0,Yes,DSL,Month-to-month,No,Bank transfer,92.82,4103.14,Yes
CUST-10694,Male,1,Yes,No,10.0,Yes,No,Month-to-month,No,Credit card,98.85,980.12,No
CUST-10911,Male,1,No,Yes,57.0,Yes,Fiber optic,One year,No,Bank transfer,69.07,,No
CUST-10066,Female,0,No,No,27.0,Yes,Fiber optic,One year,Yes,Bank transfer,31.0,814.04,No
CUST-10531,Male,0,Yes,No,16.0,Yes,No,Month-to-month,Yes,Electronic check,21.88,312.6,Yes
CUST-10662,Male,0,No,No,35.0,Yes,DSL,Month-to-month,Yes,Mailed check,119.2,4213.62,Yes
CUST-10508,Male,0,Yes,No,49.0,Yes,Fiber optic,One year,Yes,Credit card,114.52,5593.08,No
CUST-10540,Female,0,No,No,68.0,Yes,DSL,Month-to-month,No,Mailed check,36.63,,No
CUST-10283,Male,0,Yes,No,12.0,Yes,Fiber optic,Two year,Yes,Credit card,69.43,854.36,No
CUST-10881,Female,0,Yes,Yes,19.0,Yes,Fiber optic,Two year,Yes,Electronic check,113.61,2124.6,No
CUST-10518,Male,0,No,No,14.0,Yes,Fiber optic,One year,Yes,Mailed check,74.15,1029.85,Yes
CUST-10064,Male,0,No,No,27.0,No,DSL,Two year,Yes,Electronic check,113.82,3111.82,No
CUST-10653,Female,0,No,No,29.0,Yes,,Month-to-month,Yes,Credit card,30.21,850.52,Yes
CUST-10264,Female,1,No,No,39.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,85.92,3359.92,No
CUST-10773,Female,0,Yes,Yes,40.0,Yes,No,Month-to-month,Yes,Mailed check,94.75,3790.11,No
CUST-10582,Male,1,Yes,Yes,45.0,Yes,Fiber optic,One year,No,Electronic check,72.51,3257.74,No
CUST-10514,Female,0,Yes,Yes,59.0,Yes,DSL,Month-to-month,Yes,Bank transfer,58.19,3420.63,No
CUST-10020,Female,1,Yes,No,18.0,Yes,DSL,Month-to-month,No,Electronic check,37.92,,No
CUST-10858,Female,0,Yes,No,31.0,Yes,,Month-to-month,Yes,Electronic check,43.83,1331.23,Yes
CUST-10775,Female,0,Yes,No,68.0,Yes,Fiber optic,One year,No,Electronic check,36.32,2464.6,No
CUST-10702,Male,0,Yes,No,38.0,Yes,DSL,One year,Yes,Bank transfer,39.42,1461.4,No
CUST-10296,Female,0,Yes,No,10.0,Yes,DSL,Month-to-month,No,Credit card,86.71,855.56,No
CUST-10616,Male,0,Yes,Yes,34.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,76.25,2587.92,Yes
CUST-10968,Female,0,No,No,39.0,No,Fiber optic,Two year,No,Bank transfer,111.12,4374.12,Yes
CUST-10261,Male,0,Yes,No,31.0,Yes,Fiber optic,Two year,Yes,Bank transfer,26.52,,No
CUST-10658,Male,0,Yes,Yes,42.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,75.51,3154.91,No
CUST-10504,Male,0,Yes,Yes,30.0,Yes,DSL,Month-to-month,No,Electronic check,87.47,2601.7,No
CUST-10981,F,0,Yes,Yes,42.0,Yes,DSL,Month-to-month,No,Bank transfer,76.09,3219.43,Yes
CUST-10812,Female,0,No,No,30.0,Yes,DSL,Two year,Yes,Mailed check,77.81,2351.02,No
CUST-10473,Male,1,No,No,69.0,Yes,No,Two year,No,Bank transfer,20.61,1393.86,Yes
CUST-10833,Male,1,No,No,45.0,Yes,DSL,Month-to-month,No,Credit card,75.94,3426.73,Yes
CUST-10188,Male,0,Yes,Yes,9.0,Yes,No,One year,Yes,Electronic check,81.64,694.53,No
CUST-10251,Male,0,No,No,14.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,32.12,474.34,Yes
CUST-10071,Male,1,Yes,No,51.0,Yes,No,Month-to-month,Yes,Credit card,72.43,3703.15,No
CUST-10733,Female,0,No,No,50.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,67.01,3363.28,Yes
CUST-10375,Male,1,No,Yes,63.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,76.8,4847.78,No
CUST-10344,Female,0,No,No,12.0,No,Fiber optic,Month-to-month,No,Credit card,102.86, 1213.89,No
CUST-10783,Male,0,No,No,51.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,43.72,2220.21,No
CUST-10361,Female,0,No,Yes,68.0,Yes,No,Month-to-month,No,Credit card,109.9,7469.6,No
CUST-10945,Male,0,No,No,40.0,Yes,DSL,Month-to-month,No,Bank transfer,88.93,3527.41,No
CUST-10941,Male,0,Yes,Yes,32.0,Yes,No,Two year,No,Bank transfer,29.95,960.14,Yes
CUST-10372,Male,1,Yes,No,68.0,Yes,,Month-to-month,Yes,Bank transfer,39.01,2677.35,No
CUST-10411,Male,1,No,No,30.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,69.02,2051.39,No
CUST-10562,Male,0,Yes,No,34.0,Yes,DSL,Month-to-month,Yes,Electronic check,106.44,3611.31,No
CUST-10737,Male,0,No,No,9.0,Yes,DSL,One year,No,Bank transfer,52.19,459.63,Yes
CUST-10465,Female,0,No,No,37.0,Yes,DSL,Month-to-month,Yes,Mailed check,69.38,2541.84,No
CUST-10818,Female,0,No,No,52.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,97.13,5082.16,Yes
CUST-10452,Male,0,Yes,No,71.0,No,DSL,Month-to-month,Yes,Credit card,33.6,2348.02,Yes
CUST-10683,Female,0,No,No,59.0,Yes,Fiber optic,One year,Yes,Mailed check,106.28,6293.2,No
CUST-10399,Male,0,No,No,68.0,Yes,No,Month-to-month,No,Bank transfer,99.17,6761.09,No
CUST-10362,Male,0,Yes,No,55.0,Yes,DSL,One year,Yes,Bank transfer,67.43,3687.0,No
CUST-10598,Female,1,Yes,No,9.0,Yes,No,One year,Yes,Electronic check,61.55,561.66,No
CUST-10455,Female,1,No,No,14.0,Yes,DSL,One year,Yes,Mailed check,26.05,354.96,No
CUST-10218,Male,0,No,No,1.0,No,Fiber optic,Month-to-month,No,Credit card,60.27,9.6,Yes
CUST-10239,Female,0,Yes,No,19.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,56.03,1078.34,Yes
CUST-10526,Female,1,Yes,No,1.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,101.73,91.11,Yes
CUST-10530,Female,0,Yes,No,4.0,Yes,DSL,Month-to-month,Yes,Mailed check,83.49,349.91,Yes
CUST-10192,Female,0,no,No,19.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,29.62,519.7,No
CUST-10489,Female,0,No,No,8.0,No,DSL,Month-to-month,Yes,Credit card,90.29,718.88,No
CUST-10191,Female,1,No,No,3.0,Yes,DSL,Month-to-month,Yes,Credit card,104.71,318.01,Yes
CUST-10347,female,0,Yes,No,71.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,32.37,2296.2,No
CUST-10672,Female,0,No,No,24.0,No,No,Month-to-month,No,Mailed check,118.52,2847.02,No
CUST-10451,Female,0,Yes,No,58.0,No,Fiber optic,Month-to-month,No,Mailed check,27.28,1594.51,Yes
CUST-10132,Male,0,No,No,66.0,Yes,DSL,Month-to-month,No,Credit card,99.63,6593.46,No
CUST-10713,Female,0,Yes,Yes,40.0,Yes,No,One year,No,Electronic check,91.0,3676.51,No
CUST-10252,Male,0,Yes,No,20.0,Yes,Fiber optic,One year,No,Electronic check,92.51,1827.13,No
CUST-10677,Male,0,No,No,21.0,No,DSL,Month-to-month,No,Bank transfer,86.57,1789.85,Yes
CUST-10770,Female,1,Yes,Yes,41.0,No,No,Month-to-month,No,Bank transfer,28.5,1170.96,Yes
CUST-10263,Female,0,No,Yes,65.0,Yes,Fiber optic,Two year,No,Bank transfer,113.84,7408.95,No
CUST-10070,Female,0,Yes,No,9.0,Yes,DSL,Month-to-month,No,Bank transfer,61.28,582.08,No
CUST-10272,Male,0,No,No,41.0,Yes,DSL,Month-to-month,Yes,Bank transfer,117.43,4823.2,No
CUST-10976,Male,0,No,No,57.0,Yes,DSL,Two year,Yes,Credit card,21.23,1204.24,No
CUST-10327,Male,0,Yes,Yes,52.0,Yes,Fiber optic,Month-to-month,No,Credit card,75.94,3884.97,No
CUST-10115,Female,0,Yes,No,11.0,Yes,DSL,Month-to-month,Yes,Mailed check,113.65,1253.94,Yes
CUST-10323,Female,0,No,Yes,70.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,113.74,7955.74,No
CUST-10971,Male,0,No,No,54.0,Yes,DSL,One year,No,Electronic check,57.8,3059.54,No
CUST-10669,Male,0,Yes,No,26.0,Yes,DSL,One year,Yes,Bank transfer,108.7,2858.81,No
CUST-10491,Female,0,No,No,40.0,Yes,No,One year,Yes,Bank transfer,113.03,4494.2,No
CUST-10420,Female,0,No,Yes,45.0,Yes,Fiber optic,Month-to-month,No,Electronic check,46.57,2094.73,No
CUST-10626,Male,0,No,No,57.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,48.84,2779.95,Yes
CUST-10780,Female,0,Yes,Yes,64.0,Yes,No,One year,No,Electronic check,78.79,5061.01,No
CUST-10446,Male,0,Yes,Yes,21.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,62.26,1323.77,No
CUST-10459,Male,0,Yes,No,35.0,Yes,Fiber optic,Month-to-month,No,Electronic check,74.25,2663.42,Yes
CUST-10877,Female,1,Yes,No,0.0,Yes,Fiber optic,Two year,No,Electronic check,88.42,19.06,No
CUST-10453,male,0,Yes,No,49.0,Yes,No,Month-to-month,No,Electronic check,117.36,5766.18,No
CUST-10810,Male,0,Yes,Yes,59.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,101.95,6014.2,No
CUST-10278,Male,0,No,No,2.0,Yes,DSL,One year,Yes,Mailed check,112.42,191.47,Yes
CUST-10792,female,0,Yes,No,62.0,Yes,No,Two year,No,Mailed check,51.74,3222.93,No
CUST-10900,Male,0,No,No,2.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,37.25,86.08,No
CUST-10002,Female,1,No,No,46.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,46.36,2152.82,Yes
CUST-10229,Male,0,No,No,32.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.87,2704.36,Yes
CUST-10994,Female,0,No,No,54.0,Yes,No,Two year,No,,61.68,3368.43,No
CUST-10936,Male,0,No,No,35.0,Yes,No,Month-to-month,Yes,Credit card,40.22,1404.53,No
CUST-10969,Male,0,No,Yes,51.0,Yes,DSL,Two year,Yes,Credit card,72.5,3707.75,No
CUST-10864,Female,0,No,No,65.0,Yes,No,Two year,Yes,,24.89,1662.89,No
CUST-10199,Female,0,Yes,No,12.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,38.68,442.22,Yes
CUST-10371,Female,0,Yes,No,5.0,Yes,DSL,Month-to-month,Yes,Credit card,73.97,392.03,No
CUST-10866,Female,0,No,No,,Yes,Fiber optic,Month-to-month,Yes,Credit card,27.21,861.43,Yes
CUST-10709,Male,0,no,No,36.0,Yes,DSL,Two year,No,Mailed check,53.72,1912.71,No
CUST-10065,Male,0,No,No,18.0,Yes,Fiber optic,Month-to-month,No,Mailed check,33.97,583.13,Yes
CUST-10505,Male,0,No,Yes,19.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,46.5,890.49,Yes
CUST-10040,Male,1,Yes,Yes,29.0,Yes,DSL,Two year,No,Credit card,35.37,992.25,No
CUST-10748,Male,1,No,No,26.0,Yes,DSL,One year,No,Mailed check,97.43,2580.23,No
CUST-10484,Male,0,Yes,No,52.0,Yes,DSL,One year,Yes,Bank transfer,96.91,5032.97,No
CUST-10817,Male,0,No,No,36.0,Yes,No,One year,No,Bank transfer,98.83, 3577.57,No
CUST-10778,Male,1,No,Yes,10.0,Yes,DSL,One year,No,Mailed check,106.37,1076.41,No
CUST-10955,Female,0,No,No,66.0,Yes,Fiber optic,One year,Yes,Credit card,55.96,3711.39,No
CUST-10567,Male,0,Yes,Yes,6.0,Yes,Fiber optic,Month-to-month,No,Electronic check,64.43,361.64,No
CUST-10273,Female,1,Yes,No,61.0,Yes,Fiber optic,Month-to-month,No,Mailed check,92.07,5637.29,No
CUST-10700,F,0,Yes,No,64.0,Yes,DSL,Month-to-month,Yes,Mailed check,46.18, 2970.1,No
CUST-10821,Female,0,Yes,No,48.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,58.81,2836.15,No
CUST-10493,Female,0,No,No,25.0,Yes,Fiber optic,Two year,Yes,Bank transfer,108.54,2677.95,Yes
CUST-10975,Male,0,No,No,54.0,Yes,DSL,Month-to-month,Yes,Credit card,25.97,1377.99,No
CUST-10177,Male,0,Yes,No,39.0,Yes,DSL,One year,No,Bank transfer,76.31, 2970.19,No
CUST-10300,Male,0,No,No,24.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,89.89,2133.22,No
CUST-10037,Female,0,Yes,Yes,23.0,Yes,No,One year,Yes,Mailed check,68.19,1582.36,No
CUST-10492,Female,0,Yes,Yes,21.0,Yes,Fiber optic,Two year,No,Electronic check,59.23,1254.38,No
CUST-10202,Male,0,No,No,16.0,Yes,DSL,Month-to-month,No,Electronic check,44.43,701.91,Yes
CUST-10236,Female,0,Yes,Yes,59.0,Yes,Fiber optic,One year,Yes,Electronic check,112.39,6641.51,No
CUST-10149,Male,0,Yes,Yes,63.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,27.46,1706.5,No
CUST-10217,Male,0,Yes,No,13.0,Yes,Fiber optic,Two year,No,Mailed check,76.55, 982.45,No
CUST-10679,Female,0,No,No,38.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,88.76,3339.86,Yes
CUST-10407,Male,0,No,Yes,47.0,Yes,DSL,One year,No,Bank transfer,90.68, 4294.76,No
CUST-10551,Male,0,No,No,59.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.26,4974.62,No
CUST-10613,Male,1,Yes,No,4.0,Yes,No,Two year,Yes,Credit card,25.12,113.56,No
CUST-10786,Male,0,Yes,No,47.0,No,Fiber optic,Month-to-month,No,Bank transfer,80.84,3812.33,No
CUST-10302,Male,1,No,No,12.0,Yes,DSL,One year,Yes,Credit card,40.36,505.84,No
CUST-10863,Female,0,No,Yes,40.0,No,No,Month-to-month,No,Bank transfer,78.79,3165.78,Yes
CUST-10928,Male,0,No,No,53.0,Yes,No,Month-to-month,Yes,Mailed check,56.76,3017.47,No
CUST-10673,Male,0,Yes,No,38.0,Yes,DSL,Month-to-month,No,Mailed check,36.59,1425.23,Yes
CUST-10935,Female,1,No,No,21.0,Yes,DSL,Month-to-month,Yes,Credit card,115.77,2396.0,Yes
CUST-10388,Female,0,Yes,No,15.0,No,Fiber optic,Two year,No,Mailed check,61.8,919.7,No
CUST-10422,Female,0,No,No,12.0,Yes,DSL,One year,Yes,,84.89,1035.95,No
CUST-10387,Female,0,No,Yes,51.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,77.44, 3973.26,Yes
CUST-10777,Male,0,No,No,32.0,Yes,Fiber optic,One year,No,Bank transfer,99.4,3156.58,Yes
CUST-10390,Female,0,Yes,No,55.0,Yes,DSL,Two year,No,Mailed check,86.25, 4710.4,No
CUST-10856,Male,0,Yes,No,50.0,No,Fiber optic,Month-to-month,No,Electronic check,107.97,5372.75,No
CUST-10352,M,1,Yes,Yes,9.0,Yes,No,Month-to-month,No,Mailed check,100.37,867.49,No
CUST-10193,Male,0,Yes,Yes,6.0,Yes,No,Two year,No,Mailed check,112.31,678.0,No
CUST-10235,Female,0,No,No,49.0,No,Fiber optic,Two year,No,Bank transfer,29.24,1411.33,Yes
CUST-10442,Male,0,Yes,Yes,39.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,50.79,2020.3,Yes
CUST-10920,Female,0,No,No,18.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,59.85,1043.64,Yes
CUST-10055,Male,0,Yes,No,62.0,Yes,Fiber optic,Two year,Yes,Credit card,78.04,4860.54,No
CUST-10767,Male,1,No,No,40.0,Yes,No,Two year,No,Bank transfer,118.42,4733.98,No
CUST-10096,Male,0,Yes,Yes,49.0,Yes,Fiber optic,Two year,Yes,Mailed check,25.9,1265.9,No
CUST-10141,Male,0,Yes,No,1.0,Yes,DSL,Two year,No,Bank transfer,44.45,16.09,No
CUST-10701,Female,0,Yes,No,2.0,Yes,DSL,Month-to-month,Yes,Bank transfer,74.05,,Yes
CUST-10867,Female,0,No,No,18.0,Yes,Fiber optic,Month-to-month,No,Electronic check,59.43,1086.71,No
CUST-10644,Female,0,No,Yes,58.0,Yes,DSL,One year,No,Credit card,50.78,2959.15,No
CUST-10572,Male,0,No,No,2.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,99.86,258.9,Yes
CUST-10120,M,0,No,Yes,16.0,Yes,DSL,Month-to-month,No,Credit card,56.38,917.69,Yes
CUST-10601,Female,0,No,No,68.0,Yes,DSL,Month-to-month,Yes,Electronic check,23.16,1628.46,Yes
CUST-10568,Female,0,No,No,11.0,No,DSL,Month-to-month,Yes,Mailed check,88.82,984.77,No
CUST-10062,Male,1,Yes,No,27.0,No,DSL,Month-to-month,Yes,Credit card,73.5, 1960.71,Yes
CUST-10889,Male,0,No,Yes,64.0,Yes,No,Month-to-month,Yes,Bank transfer,21.68,1414.91,Yes
CUST-10651,Female,1,Yes,No,61.0,Yes,DSL,One year,No,Electronic check,114.77,6972.31,No
CUST-10414,Male,1,No,No,17.0,Yes,DSL,Month-to-month,No,Bank transfer,27.06,450.69,Yes
CUST-10003,Male,0,No,No,43.0,Yes,Fiber optic,One year,No,Bank transfer,20.65,894.96,No
CUST-10058,Female,0,Yes,Yes,46.0,Yes,DSL,One year,No,Credit card,90.38,4165.3,No
CUST-10223,Male,1,No,Yes,18.0,Yes,Fiber optic,Two year,Yes,Bank transfer,111.93,2027.85,No
CUST-10619,Male,1,Yes,No,5.0,Yes,Fiber optic,Month-to-month,No,Electronic check,92.11,429.95,No
CUST-10101,Male,0,Yes,Yes,64.0,Yes,No,Month-to-month,Yes,Credit card,36.33,2339.52,No
CUST-10723,Male,0,No,No,25.0,Yes,DSL,Month-to-month,Yes,Electronic check,94.57,2358.39,Yes
CUST-10221,Male,0,Yes,No,22.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,-97.93,2133.88,No
CUST-10829,Male,0,Yes,No,21.0,No,DSL,Month-to-month,Yes,Credit card,114.93,2419.69,No
CUST-10004,Male,0,No,Yes,34.0,Yes,DSL,Two year,No,Bank transfer,97.12,3305.4,No
CUST-10052,Male,0,No,No,28.0,Yes,DSL,Month-to-month,No,Bank transfer,110.71,3088.38,Yes
CUST-10017,Male,0,Yes,Yes,5.0,Yes,DSL,Month-to-month,No,Bank transfer,90.41,446.78,Yes
CUST-10747,Male,0,No,Yes,11.0,Yes,DSL,Two year,Yes,Electronic check,105.37,1171.94,No
CUST-10915,Male,0,Yes,Yes,65.0,Yes,Fiber optic,Month-to-month,No,Mailed check,44.92,2925.03,Yes
CUST-10306,Male,0,Yes,No,58.0,Yes,Fiber optic,One year,Yes,Credit card,88.56,5131.19,No
CUST-10666,Female,0,No,No,5.0,Yes,Fiber optic,One year,N,Mailed check,64.6,314.55,Yes
CUST-10155,Female,0,No,No,44.0,Yes,No,Month-to-month,Yes,Electronic check,117.31,5196.68,No
CUST-10963,Male,0,Yes,No,51.0,No,Fiber optic,Month-to-month,No,Credit card,74.85,3830.24,Yes
CUST-10680,Female,0,No,No,13.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,31.85,427.12,No
CUST-10643,Male,0,Yes,No,31.0,Yes,No,One year,Yes,Bank transfer,50.58,1548.4,No
CUST-10248,Female,0,Yes,No,4.0,Yes,No,Two year,Yes,Credit card,57.91,211.82,No
CUST-10249,Male,1,Yes,No,13.0,Yes,DSL,Two year,No,Mailed check,23.33,292.0,No
CUST-10358,Male,0,Yes,No,2.0,Yes,,One year,Yes,Bank transfer,109.35,220.32,No
CUST-10478,Female,0,Yes,No,52.0,Yes,No,Month-to-month,No,Electronic check,46.59,2399.99,Yes
CUST-10430,Male,0,Yes,No,62.0,Yes,Fiber optic,Two year,Yes,Credit card,18.81,1158.03,Yes
CUST-10441,Male,1,Yes,Yes,20.0,Yes,DSL,One year,Yes,Electronic check,49.39,990.21,No
CUST-10820,Male,0,Yes,Yes,57.0,Yes,DSL,Month-to-month,Yes,Credit card,57.19,3233.29,Yes
CUST-10853,Male,0,Yes,No,6.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.94,483.74,Yes
CUST-10030,Male,0,No,Yes,63.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,78.3,4947.86,No
CUST-10281,Male,1,No,Yes,22.0,Yes,No,Two year,Yes,Electronic check,78.51,1674.19,No
CUST-10876,Female,0,No,Yes,32.0,Yes,DSL,Month-to-month,Yes,Electronic check,107.73,3431.87,Yes
CUST-10974,Male,0,Yes,No,22.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,48.41,1083.51,Yes
CUST-10117,Male,0,No,Yes,15.0,Yes,Fiber optic,Two year,no,Credit card,52.0,740.08,No
CUST-10880,Male,0,No,Yes,23.0,Yes,DSL,One year,Yes,Credit card,91.63,2084.91,No
CUST-10116,Male,0,No,Yes,61.0,Yes,DSL,Month-to-month,Yes,,77.4,4741.39,Yes
CUST-10758,Male,0,Yes,No,21.0,No,Fiber optic,Month-to-month,No,Bank transfer,58.04,1202.48,No
CUST-10668,Female,0,Yes,No,32.0,Yes,DSL,Month-to-month,Yes,Mailed check,78.89,2517.5,Yes
CUST-10291,Male,0,Yes,No,46.0,Yes,DSL,One year,Yes,Mailed check,114.81,5275.84,No
CUST-10027,Female,1,No,No,50.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,92.41,4595.43,Yes
CUST-10381,Female,0,No,Yes,14.0,No,Fiber optic,Month-to-month,No,Electronic check,75.77,1057.99,No
CUST-10307,Female,0,Yes,No,9.0,Yes,Fiber optic,Two year,No,Electronic check,86.07,796.15,No
CUST-10510,Female,0,No,No,20.0,Yes,DSL,One year,Yes,Electronic check,47.38,945.32,No
CUST-10597,Female,0,No,No,34.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.24,2850.28,Yes
CUST-10200,Male,0,No,Yes,68.0,Yes,No,Two year,Yes,Electronic check,20.24,1391.05,No
CUST-10718,Male,0,No,Yes,12.0,No,DSL,Month-to-month,Yes,Electronic check,72.2,865.75,No
CUST-10385,Male,0,Yes,No,40.0,Yes,No,Month-to-month,No,Mailed check,57.36,2299.07,Yes
CUST-10716,female,0,Yes,No,41.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,37.89,1547.79,No
CUST-10664,Female,0,No,No,50.0,Yes,Fiber optic,Two year,No,Mailed check,25.74,1313.19,No
CUST-10910,Female,0,Yes,No,46.0,Yes,DSL,Month-to-month,No,Credit card,55.59,2546.52,Yes
CUST-10799,Male,0,Yes,No,47.0,Yes,DSL,Two year,No,Mailed check,59.7,2816.09,Yes
CUST-10541,Male,0,No,No,70.0,Yes,DSL,Month-to-month,Yes,Electronic check,18.76,1296.87,Yes
CUST-10314,Male,0,Yes,No,62.0,Yes,Fiber optic,Month-to-month,Yes,,38.88,2394.01,Yes
CUST-10142,Male,0,Yes,No,38.0,Yes,Fiber optic,One year,Yes,Electronic check,46.9,1762.33,No
CUST-10280,Male,0,yes,No,1.0,Yes,DSL,Two year,Yes,Electronic check,66.2,82.66,No
CUST-10958,Female,1,Yes,Yes,21.0,Yes,DSL,Month-to-month,Yes,Mailed check,18.25, 383.19,No
CUST-10760,Male,0,Yes,No,2.0,No,Fiber optic,Two year,No,Electronic check,78.75,169.48,No
CUST-10353,Male,1,No,No,63.0,Yes,DSL,Month-to-month,Yes,Mailed check,38.36,2424.06,Yes
CUST-10740,Female,1,Yes,Yes,0.0,Yes,DSL,One year,Yes,Credit card,18.87,4.65,No
CUST-10207,Female,0,No,No,55.0,Yes,Fiber optic,Two year,Yes,Bank transfer,52.17,2837.31,No
